Coding,Value,Meaning
2,8121106,"Cutter, sole (clog)"
2,8121107,"Cutter, stencil (printing)"
2,8121108,"Cutter, timber"
2,8121109,"Cutter, tube (paper)"
2,8121110,"Cutter, veneer"
2,8121111,"Cutter, wood"
2,8121112,Cutterman (paper mfr)
2,8121113,Cylinderman (paper mfr)
2,8121114,Damperman (paper mfr)
2,8121115,Designer-cutter (paper goods mfr)
2,8121116,Devilman (paper mfr)
2,8121117,Dipper (paper mfr)
2,8121118,"Driller, wood"
2,8121119,Dropperman
2,8121120,"Dryer (abrasive paper, cloth mfr)"
2,8121121,Dryer (paper mfr)
2,8121122,Dryer (vulcanised fibre mfr)
2,8121123,"Dryer, kiln (wood)"
2,8121124,"Dryer, veneer"
2,8121125,Edgeman
2,8121126,"Facer, wood"
2,8121127,"Feeder (card, paste board mfr)"
2,8121128,Feltman (paper mfr)
2,8121129,Filler-in (paper mfr)
2,8121130,Finisher (paper mfr)
2,8121131,Finisher (stencil paper mfr)
2,8121132,"Finisher, paper"
2,8121133,"Finisher, plate (paper mfr)"
2,8121134,"Finisher, wood"
2,8121135,"Fireman, retort (charcoal)"
2,8121136,"Fixer, tape (paper pattern mfr)"
2,8121137,Flusher (tobacco pipes)
2,8121138,"Folder, envelope"
2,8121139,"Folder, map"
2,8121140,"Folder, paper"
2,8121141,"Foreman (abrasive paper, cloth mfr)"
2,8121142,Foreman (cardboard box mfr)
2,8121143,Foreman (paper goods mfr)
2,8121144,Foreman (paper mfr)
2,8121145,Foreman (sawmilling)
2,8121146,"Foreman, calender (paper mfr)"
2,8121147,"Foreman, shop (paper mfr)"
2,8121148,"Foreman, timber"
2,8121149,"Framer, rule"
2,8121150,Frazer (tobacco pipe mfr)
2,8121151,Glazer (paper mfr)
2,8121152,Glazer (wallpaper mfr)
2,8121153,"Glazer, friction"
2,8121154,"Glazer, postcard"
2,8121155,Grinder (paper mfr)
2,8121156,"Grinder, logwood"
2,8121157,"Grinder, paper"
2,8121158,Grinderman (paper mfr)
2,8121159,"Groover, pencil"
2,8121160,"Hand, bag (paper goods mfr)"
2,8121161,"Hand, guillotine (paper goods mfr)"
2,8121162,"Hand, mill, saw"
2,8121163,"Hand, paper (piano hammers)"
2,8121164,"Hand, spindle"
2,8121165,"Hand, tenon"
2,8121166,"Handler, bag, paper"
2,8121167,Header-up (cask mfr)
2,8121168,Helper (paper mfr)
2,8121169,"Houseman, sand"
2,8121170,Hydrapulper
2,8121171,Interleaver (paper)
2,8121172,Jogger (paper mfr)
2,8121173,"Joiner, machine"
2,8121174,Joiner-machinist
2,8121175,Knocker-up (printing)
2,8121176,Kollerganger
2,8121177,Laminator (wood)
2,8121178,Laminator (paper mfr)
2,8121179,"Laminator, wood"
2,8121180,Layer (paper mfr)
2,8121181,"Layer, veneer"
2,8121182,Layer-on (cardboard box mfr)
2,8121183,Lurrier
2,8121184,Machinist (adhesive tape mfr)
2,8121185,Machinist (furniture mfr)
2,8121186,"Machinist (lead pencil, chalk, crayon mfr)"
2,8121187,Machinist (match mfr)
2,8121188,Machinist (paper dress pattern mfr)
2,8121189,Machinist (paper goods mfr)
2,8121190,Machinist (paper mfr)
2,8121191,"Machinist (piano action, hammer mfr)"
2,8121192,Machinist (relief stamping)
2,8121193,Machinist (wallpaper mfr)
2,8121194,Machinist (wood products mfr)
2,8121195,"Machinist, bag, carrier"
2,8121196,"Machinist, bag, paper"
2,8121197,"Machinist, barking"
2,8121198,"Machinist, boring (wood)"
2,8121199,"Machinist, box (paper goods mfr)"
2,8121200,"Machinist, box and slide (cardboard box mfr)"
2,8121201,"Machinist, brushing (paper mfr)"
2,8121202,"Machinist, builder's"
2,8121203,"Machinist, burnishing"
2,8121204,"Machinist, cabinet"
2,8121205,"Machinist, coating (carbon paper)"
2,8121206,"Machinist, coating, paper"
2,8121207,"Machinist, combining (paper mfr)"
2,8121208,"Machinist, cooper's"
2,8121209,"Machinist, cording (paper goods mfr)"
2,8121210,"Machinist, corrugating"
2,8121211,"Machinist, cutting (paper)"
2,8121212,"Machinist, cutting (paper goods mfr)"
2,8121213,"Machinist, cutting (paper goods mfr, paper pattern mfr)"
2,8121214,"Machinist, cutting (paper mfr)"
2,8121215,"Machinist, cutting, cloth, emery"
2,8121216,"Machinist, cutting, paper"
2,8121217,"Machinist, cutting, tube (cardboard)"
2,8121218,"Machinist, cutting, wood"
2,8121219,"Machinist, drilling (wood products mfr)"
2,8121220,"Machinist, embossing (wood products mfr)"
2,8121221,"Machinist, envelope"
2,8121222,"Machinist, fibre, vulcanised"
2,8121223,"Machinist, gluing and winding, tube (cardboard)"
2,8121224,"Machinist, grinding (paper mfr)"
2,8121225,"Machinist, guillotine (paper goods mfr)"
2,8121226,"Machinist, gumming (gum paper, etc)"
2,8121227,"Machinist, handle"
2,8121228,"Machinist, impregnating (paper mfr)"
2,8121229,"Machinist, insulating, paper"
2,8121230,"Machinist, joiner"
2,8121231,"Machinist, joiner's"
2,8121232,"Machinist, lining (paper mfr)"
2,8121233,"Machinist, maker's, crate"
2,8121234,"Machinist, making (abrasive paper, cloth mfr)"
2,8121235,"Machinist, making, box"
2,8121236,"Machinist, making, box (cardboard)"
2,8121237,"Machinist, mill, moulding"
2,8121238,"Machinist, mill, saw"
2,8121239,"Machinist, mixing (abrasive paper, cloth mfr)"
2,8121240,"Machinist, moulding (wood products mfr)"
2,8121241,"Machinist, paper (paper goods mfr)"
2,8121242,"Machinist, paper, carbon"
2,8121243,"Machinist, paper, crinkled"
2,8121244,"Machinist, pasteboard"
2,8121245,"Machinist, pasting (pasteboard)"
2,8121246,"Machinist, perforating (paper goods mfr)"
2,8121247,"Machinist, planing (wood products mfr)"
2,8121248,"Machinist, pleating, paper"
2,8121249,"Machinist, punching (paper goods mfr)"
2,8121250,"Machinist, roll, toilet"
2,8121251,"Machinist, ruling"
2,8121252,"Machinist, sanding (wood)"
2,8121253,"Machinist, sandpapering"
2,8121254,"Machinist, shaping (wood products mfr)"
2,8121255,"Machinist, slitting (adhesive tape mfr)"
2,8121256,"Machinist, slitting (paper goods mfr)"
2,8121257,"Machinist, slitting (paper mfr)"
2,8121258,"Machinist, slitting and cutting (photographic films)"
2,8121259,"Machinist, spindle"
2,8121260,"Machinist, thicknessing"
2,8121261,"Machinist, timber"
2,8121262,"Machinist, tube, paper"
2,8121263,"Machinist, turning, wood"
2,8121264,"Machinist, up-taking"
2,8121265,"Machinist, varnishing (lithography)"
2,8121266,"Machinist, veneer"
2,8121267,"Machinist, waxing"
2,8121268,"Machinist, wood"
2,8121269,"Machinist, wood (paper mfr)"
2,8121270,"Machinist, woodcutting"
2,8121271,"Machinist, woodworking"
2,8121272,"Maker, bag (paper goods mfr)"
2,8121273,"Maker, bag, paper"
2,8121274,"Maker, barrel (paper goods mfr)"
2,8121275,"Maker, block, cork"
2,8121276,"Maker, board (paper mfr)"
2,8121277,"Maker, bobbin (cardboard)"
2,8121278,"Maker, box (wood)"
2,8121279,"Maker, box (cardboard)"
2,8121280,"Maker, box, card"
2,8121281,"Maker, box, cardboard"
2,8121282,"Maker, box, ointment"
2,8121283,"Maker, box, paper"
2,8121284,"Maker, box, wooden"
2,8121285,"Maker, can, fibre"
2,8121286,"Maker, card (paper mfr)"
2,8121287,"Maker, card, pattern"
2,8121288,"Maker, card, show"
2,8121289,"Maker, carton"
2,8121290,"Maker, case"
2,8121291,"Maker, case (packing case mfr)"
2,8121292,"Maker, case (paper goods mfr)"
2,8121293,"Maker, case, cardboard"
2,8121294,"Maker, case, packing"
2,8121295,"Maker, churn"
2,8121296,"Maker, cloth, glass"
2,8121297,"Maker, crate"
2,8121298,"Maker, cup, cream (paper goods mfr)"
2,8121299,"Maker, drum (wood)"
2,8121300,"Maker, drum, cable"
2,8121301,"Maker, envelope (paper goods mfr)"
2,8121302,"Maker, file, box"
2,8121303,"Maker, handle (wood)"
2,8121304,"Maker, hanger, coat (wood)"
2,8121305,"Maker, helve"
2,8121306,"Maker, label"
2,8121307,"Maker, label, wood"
2,8121308,"Maker, medal"
2,8121309,"Maker, pallet"
2,8121310,"Maker, panel (wood)"
2,8121311,"Maker, paper"
2,8121312,"Maker, paper, abrasive"
2,8121313,"Maker, paper, carbon"
2,8121314,"Maker, paper, emery"
2,8121315,"Maker, paper, fly"
2,8121316,"Maker, paper, glass"
2,8121317,"Maker, paper, laced"
2,8121318,"Maker, paper, photographic"
2,8121319,"Maker, paper, sand"
2,8121320,"Maker, plywood"
2,8121321,"Maker, pole"
2,8121322,"Maker, pulp (paper mfr)"
2,8121323,"Maker, reel"
2,8121324,"Maker, reel (cable mfr)"
2,8121325,"Maker, sample (paper goods mfr)"
2,8121326,"Maker, screw, wooden"
2,8121327,"Maker, sheet (vulcanised fibre)"
2,8121328,"Maker, tape (adhesive tape mfr)"
2,8121329,"Maker, transfer"
2,8121330,"Maker, tray (paper)"
2,8121331,"Maker, trunk (wood)"
2,8121332,"Maker, tube (paper)"
2,8121333,"Maker, wheel (abrasive paper, cloth mfr)"
2,8121334,"Maker, wool, wood"
2,8121335,"Man, cut-off (corrugated paper mfr)"
2,8121336,"Man, machine (paper mfr)"
2,8121337,"Man, mould (paper mfr)"
2,8121338,"Man, pan (paper mfr)"
2,8121339,"Man, press-pate"
2,8121340,"Man, saw (wood)"
2,8121341,"Man, table (box mfr)"
2,8121342,"Manager, machine (paper goods mfr)"
2,8121343,Manufacturer (packing cases)
2,8121344,Manufacturer (paper)
2,8121345,Manufacturer (paper goods)
2,8121346,"Mender, crate"
2,8121347,Miller (paper mfr)
2,8121348,"Miller, flour, wood"
2,8121349,"Miller, logwood"
2,8121350,"Miller, saw"
2,8121351,"Mixer (abrasive paper, cloth mfr)"
2,8121352,Mixer (paper mfr)
2,8121353,"Mixer, adhesive (abrasive paper, cloth mfr)"
2,8121354,"Moulder, spindle (wood)"
2,8121355,"Moulder, wood"
2,8121356,Nipper (paper mfr)
2,8121357,"Operator, calender (paper mfr)"
2,8121358,"Operator, clipper, veneer"
2,8121359,"Operator, coating (paper mfr)"
2,8121360,"Operator, compressor (paper, leather board mfr)"
2,8121361,"Operator, guillotine (paper goods mfr)"
2,8121362,"Operator, guillotine (printing)"
2,8121363,"Operator, kiln (wood products mfr)"
2,8121364,"Operator, lathe (wood products mfr)"
2,8121365,"Operator, mill, saw"
2,8121366,"Operator, plant (paper mfr)"
2,8121367,"Operator, punch (paper goods mfr)"
2,8121368,"Operator, saw (wood)"
2,8121369,"Operator, saw (sawmilling)"
2,8121370,"Operator, saw, band (wood)"
2,8121371,"Operator, take-down (abrasive sheet)"
2,8121372,"Operator, winder (paper mfr)"
2,8121373,"Ovenman (abrasive paper, cloth mfr)"
2,8121374,Paperer (tobacco pipe mfr)
2,8121375,Parchmentiser
2,8121376,"Pickler, sleeper"
2,8121377,Planer (wood)
2,8121378,Plater (paper mfr)
2,8121379,Potcherman
2,8121380,"Preserver, timber"
2,8121381,Presser (paper mfr)
2,8121382,Presser (plywood mfr)
2,8121383,Presser (wood pulp mfr)
2,8121384,"Presser, hot (paper mfr)"
2,8121385,"Presser, hot (printing)"
2,8121386,"Presser, veneer"
2,8121387,"Proofer, moisture (transparent paper mfr)"
2,8121388,Pulper (paper mfr)
2,8121389,Pulperman (paper mfr)
2,8121390,Pulpman (paper mfr)
2,8121391,Recoverer (paper mfr)
2,8121392,Reeler (paper mfr)
2,8121393,Reeler (wallpaper mfr)
2,8121394,Reelerman (paper mfr)
2,8121395,Reelman
2,8121396,Refiner (paper mfr)
2,8121397,"Repairer, box"
2,8121398,"Repairer, case (wood)"
2,8121399,"Repairer, cask"
2,8121400,"Repairer, crate"
2,8121401,"Repairer, pallet"
2,8121402,"Rincer, bobbin"
2,8121403,Ripperman (paper mfr)
2,8121404,Roller (paper mfr)
2,8121405,Roller (paper tube mfr)
2,8121406,"Roller, cold (paper mfr)"
2,8121407,"Roller, hot"
2,8121408,"Roller, tube (paper)"
2,8121409,Roller-up (wallpaper mfr)
2,8121410,Rougher and borer (woodwind instruments mfr)
2,8121411,Router (wood)
2,8121412,Sander (wood products mfr)
2,8121413,"Sandman (abrasive paper, cloth mfr)"
2,8121414,Sawyer (wood)
2,8121415,Sawyer
2,8121416,Sawyer (coal mine)
2,8121417,Sawyer (converting mill)
2,8121418,"Sawyer, back"
2,8121419,"Sawyer, band"
2,8121420,"Sawyer, circular"
2,8121421,"Sawyer, cut, cross"
2,8121422,"Sawyer, mill"
2,8121423,"Sawyer, pulp, wood"
2,8121424,"Sawyer, rack"
2,8121425,"Sawyer, whip"
2,8121426,Seasoner (paper mfr)
2,8121427,Servicer (textile printing)
2,8121428,"Setter, film (textile mfr)"
2,8121429,"Setter, forme (paper box mfr)"
2,8121430,"Setter, machine (paper goods mfr)"
2,8121431,"Setter, machine, board"
2,8121432,"Setter, machine, woodcutting"
2,8121433,"Setter-operator, machine, paper"
2,8121434,Setter-out (wood products mfr)
2,8121435,Shaper (wood products mfr)
2,8121436,"Sharpener, prop, pit"
2,8121437,Sheeter (paper mfr)
2,8121438,"Siever (abrasive paper, cloth mfr)"
2,8121439,Sizeman (paper mill)
2,8121440,Sizer (paper mfr)
2,8121441,"Sizer, bobbin"
2,8121442,"Sizer, engine (paper mfr)"
2,8121443,"Slicer, veneer"
2,8121444,"Slitter (abrasive paper, cloth mfr)"
2,8121445,Slitter (paper and printing)
2,8121446,Slitter (photographic film mfr)
2,8121447,Slitter (transparent cellulose wrappings mfr)
2,8121448,"Slitter, paper"
2,8121449,Slitterman (paper mfr)
2,8121450,Slotter (paper goods mfr)
2,8121451,Spooler (paper goods mfr)
2,8121452,"Spreader, glue (abrasive paper, cloth mfr)"
2,8121453,"Stainer, paper"
2,8121454,Stayer (cardboard box mfr)
2,8121455,Strainerman (paper mfr)
2,8121456,Stripper (paper goods mfr)
2,8121457,"Stripper, cardboard"
2,8121458,"Stripper, carton"
2,8121459,"Stripper, paper"
2,8121460,Tackler (paper goods mfr)
2,8121461,"Taker-off, bag, paper"
2,8121462,Tankhand (vulcanised fibre)
2,8121463,"Tender, machine, pasteboard"
2,8121464,"Tenter, back (paper mfr)"
2,8121465,"Tenter, back (paper staining)"
2,8121466,"Tenter, back, machine, linen"
2,8121467,"Treater, timber"
2,8121468,"Trimmer, card"
2,8121469,"Trimmer, paper (printing)"
2,8121470,"Trimmer, print, photographic"
2,8121471,"Trimmer, sheet (paper goods mfr)"
2,8121472,"Trimmer, veneer"
2,8121473,"Trimmer, wallpaper"
2,8121474,Turner (wood)
2,8121475,Turner (wood products mfr)
2,8121476,Turner (woodwind instruments mfr)
2,8121477,"Turner, block, wood"
2,8121478,"Turner, bobbin"
2,8121479,"Turner, bowl (tobacco pipe mfr)"
2,8121480,"Turner, counter"
2,8121481,"Turner, handle"
2,8121482,"Turner, heel (wood heels)"
2,8121483,"Turner, mould, fringe"
2,8121484,"Turner, pipe (tobacco pipe mfr)"
2,8121485,"Turner, pirn"
2,8121486,"Turner, rod (fishing rods)"
2,8121487,"Turner, roller (wood)"
2,8121488,"Turner, shive"
2,8121489,"Turner, spiral"
2,8121490,"Turner, spool"
2,8121491,"Turner, wood"
2,8121492,Varnisher (wallpaper mfr)
2,8121493,"Varnisher, paper"
2,8121494,Vatman (paper mfr)
2,8121495,"Veneerer, wood"
2,8121496,Washer (paper mfr)
2,8121497,Washerman (paper mfr)
2,8121498,Waterman (paper mfr)
2,8121499,Waxer (paper mfr)
2,8121500,"Waxer, paper, stencil"
2,8121501,Willower (paper mfr)
2,8121502,Winder (paper mfr)
2,8121503,Winder (wallpaper mfr)
2,8121504,"Winder, spiral (paper tube mfr)"
2,8121505,"Winder, tube (paper tube mfr)"
2,8121506,"Winder, wallpaper"
2,8121507,Winderman (paper mfr)
2,8121508,"Worker, bark"
2,8121509,"Worker, box, cardboard"
2,8121510,"Worker, dry (paper mfr)"
2,8121511,"Worker, fibre (paper mfr)"
2,8121512,"Worker, house, rag"
2,8121513,"Worker, kiln (furniture mfr)"
2,8121514,"Worker, mill (timber merchants)"
2,8121515,"Worker, mill, paper"
2,8121516,"Worker, mill, saw"
2,8121517,"Worker, paper (paper mfr)"
2,8121518,"Worker, process (paper and board products mfr)"
2,8121519,"Worker, process (paper mfr)"
2,8121520,"Worker, process (wood products mfr)"
2,8121521,"Worker, room, pattern (wallpaper mfr)"
2,8121522,"Worker, tank, wax (cardboard box mfr)"
2,8121523,"Worker, tube (paper)"
2,8121524,Wrapper (cardboard box mfr)
2,8122,Coal mine operatives
2,8122001,"Assistant, banksman's (coal mine)"
2,8122002,"Assistant, borer's (coal mine)"
2,8122003,"Assistant, collier"
2,8122004,"Assistant, collier's"
2,8122005,"Assistant, onsetter's"
2,8122006,"Assistant, repairer's (coal mine)"
2,8122007,"Assistant, shotfirer's (coal mine)"
2,8122008,"Assistant, timberman (coal mine)"
2,8122009,"Assistant, timberman's (coal mine)"
2,8122010,"Attendant, aerial (mine: above ground)"
2,8122011,"Attendant, car, mine"
2,8122012,"Attendant, coal"
2,8122013,"Attendant, creeper (coal mine)"
2,8122014,"Attendant, depot (coal mine)"
2,8122015,"Attendant, hopper (coal mine)"
2,8122016,"Attendant, journey (coal mine)"
2,8122017,"Attendant, landing (coal mine)"
2,8122018,"Attendant, landsale"
2,8122019,"Attendant, loader (coal mine)"
2,8122020,"Attendant, paddy (coal mine)"
2,8122021,"Attendant, rope (coal mine)"
2,8122022,"Attendant, tipper (coal mine)"
2,8122023,"Attendant, tipper (coal mine: above ground)"
2,8122024,"Attendant, tippler (coal mine)"
2,8122025,Beltman (coal mine)
2,8122026,"Bolter, roof (coal mine)"
2,8122027,Borer (coal mine)
2,8122028,"Borer, methane (coal mine)"
2,8122029,Brakesman (coal mine)
2,8122030,Brusher (coal mine)
2,8122031,Bumper (coal mine)
2,8122032,Bunker (coal mine)
2,8122033,Bunkerman (blast furnace)
2,8122034,Bunkerman (coal mine)
2,8122035,Burster
2,8122036,Byeworker (coal mine)
2,8122037,Canchman (coal mine)
2,8122038,"Changer, rope (coal mine)"
2,8122039,Chargeman (coal mine)
2,8122040,Chocker (coal mine)
2,8122041,Cleaner (coal mine)
2,8122042,"Cleaner, belt (coal mine)"
2,8122043,"Cleaner, lamp (coal mine)"
2,8122044,"Cleaner, spillage"
2,8122045,"Cleaner, wagon (coal mine)"
2,8122046,Clipper (coal mine)
2,8122047,Collier (coal mine)
2,8122048,Companyman (coal mine)
2,8122049,"Conductor, paddy"
2,8122050,"Contractor, stone (coal mine)"
2,8122051,"Controller, conveyer (coal mine)"
2,8122052,Cutter (coal mine)
2,8122053,"Cutter, coal (coal mine)"
2,8122054,"Cutter, machine (coal mine)"
2,8122055,Cutterman (coal mine)
2,8122056,"Cutterman, coal"
2,8122057,Deputy (coal mine)
2,8122058,Developer (coal mine)
2,8122059,"Digger, coal (coal mine)"
2,8122060,Dinker (coal mine)
2,8122061,Dismantler (coal mine)
2,8122062,Drawer (coal mine)
2,8122063,"Drawer, chock (coal mine)"
2,8122064,"Drawer, prop (coal mine)"
2,8122065,"Drawer, salvage (coal mine)"
2,8122066,"Drawer, steel (coal mine)"
2,8122067,"Drawer, timber (coal mine)"
2,8122068,"Drawer, waste (coal mine)"
2,8122069,Drawer-off (coal mine)
2,8122070,Drifter (coal mine)
2,8122071,Driftman (coal mine)
2,8122072,Driller (coal mine)
2,8122073,Driver (coal mine: below ground: pony)
2,8122074,"Driver, shearer (coal mine)"
2,8122075,Dumper (coal mine)
2,8122076,"Emptier, wagon (coal mine)"
2,8122077,Examiner (coal mine)
2,8122078,Extractor (coal mine)
2,8122079,Filler (coal mine)
2,8122080,"Filler, coal"
2,8122081,"Filler, conveyor (coal mine: below ground)"
2,8122082,"Filler, truck (coal mine)"
2,8122083,"Filler, tub (coal mine)"
2,8122084,Fireman (coal mine: below ground)
2,8122085,"Firer, shot (coal mine)"
2,8122086,"Fitter, chock (coal mine)"
2,8122087,"Fixer, girder (coal mine)"
2,8122088,Foreman (coal mine)
2,8122089,Foreman (coal mine: opencast)
2,8122090,"Foreman, coal"
2,8122091,"Foreman, traffic (coal mine: below ground)"
2,8122092,"Foreman, working (coal mine)"
2,8122093,Ganger (coal mine)
2,8122094,Getter (coal mine)
2,8122095,Gummer (coal mine)
2,8122096,"Hand, brow (mining)"
2,8122097,"Hand, datal (coal mine)"
2,8122098,"Hand, haulage (coal mine)"
2,8122099,"Hand, salvage (coal mine)"
2,8122100,"Hand, surface (coal mine)"
2,8122101,"Handyman, nos (coal mine)"
2,8122102,Hanger-on (coal mine)
2,8122103,Haulier (coal mine)
2,8122104,Header (coal mine)
2,8122105,"Headman, gear (coal mine)"
2,8122106,"Helper, collier"
2,8122107,"Helper, collier's"
2,8122108,Hewer (coal mine)
2,8122109,Hitcher (coal mine)
2,8122110,"Holder, stall (coal mine)"
2,8122111,"Infuser, water (coal mine)"
2,8122112,"Inspector, belt (coal mine)"
2,8122113,"Knocker, catch (coal mine)"
2,8122114,Labourer (coal mine)
2,8122115,Landsaler (coal mine)
2,8122116,Latcher (coal mine)
2,8122117,"Leader, girder (coal mine)"
2,8122118,"Leader, timber (coal mine)"
2,8122119,"Lighter, shot (coal mine)"
2,8122120,Linesman (coal mine)
2,8122121,"Linesman, survey (coal mine)"
2,8122122,Loader (coal mine)
2,8122123,"Loader, conveyor (coal mine)"
2,8122124,"Loader, power (coal mine)"
2,8122125,"Loader, timber (coal mine)"
2,8122126,"Loaderman, power (coal mine)"
2,8122127,Machinist (coal mine)
2,8122128,"Machinist, boring (coal mine)"
2,8122129,"Machinist, cutting (coal mine)"
2,8122130,"Machinist, loading, power"
2,8122131,"Maker, manhole"
2,8122132,"Man, button, colliery"
2,8122133,"Man, contractor's (coal mine)"
2,8122134,"Man, haulage (coal mine)"
2,8122135,"Man, haulage, face"
2,8122136,"Man, heading, hard"
2,8122137,"Man, infusion, water"
2,8122138,"Man, job, odd (coal mine)"
2,8122139,"Man, machine (coal mine)"
